"","id","slope_30","intercept_30","tleaf_30","vqmax_30","treatment","tleaf_fac"
"1","gg_3",130.309887701273,16.4694882080845,29.9990322711111,146.779375909357,"25c","30c"
"2","gg_4",76.9938953297387,19.8254338101055,29.9962883988889,96.8193291398442,"35c","30c"
"3","gg_6",94.7245119266859,17.8887985447465,29.9750959375,112.613310471432,"35c","30c"
"4","gg_7",127.191871442873,15.782900263323,30.0197608244444,142.974771706196,"25c","30c"
"5","gg_8",86.5571458209691,4.38515281803599,29.9981218511111,90.942298639005,"35c","30c"
"6","gg_9",162.150784456018,5.54872497299813,29.99657301,167.699509429017,"25c","30c"
"7","gg_10",34.2818241639113,8.91175762233599,29.9747152311111,43.1935817862473,"35c","30c"
"8","gg_11",66.9122721913495,7.82345618991274,30.0277615485714,74.7357283812623,"25c","30c"
"9","gg_12",49.1126759912696,11.4178582333378,30.0039912066667,60.5305342246075,"35c","30c"
"10","gg_14",44.7949018957664,11.475608624695,29.9952303233333,56.2705105204614,"35c","30c"
"11","gg_16",84.6021303133111,10.6459324604262,29.9967722944444,95.2480627737372,"35c","30c"
"12","gg_18",50.8684125898616,1.41913800520282,29.9752329166667,52.2875505950644,"35c","30c"
"13","gg_19",98.6076709119828,-10.4519730497253,30.0002683877778,88.1556978622575,"25c","30c"
"14","gg_22",53.4847344371973,11.1278368757228,29.9846227,64.6125713129201,"35c","30c"
"15","gg_23",108.264488778767,17.8043628865579,30.0152964511111,126.068851665325,"25c","30c"
"16","gg_24",48.6704099831256,11.6499858755506,29.9954899988889,60.3203958586761,"35c","30c"
"17","gg_25",91.445221438069,4.10811352369255,30.1796741071429,95.5533349617615,"25c","30c"
"18","gg_26",63.2284755007805,8.65677856721384,29.9767607411111,71.8852540679943,"35c","30c"
"19","gg_27",101.041355575092,0.000187697114554289,30.013326875,101.041543272206,"25c","30c"
"20","gg_29",89.8649419330451,-2.81586755990579,29.948248,87.0490743731393,"25c","30c"
"21","gg_30",45.2044941502299,8.60448814933016,30.5613439738462,53.80898229956,"35c","30c"
"22","gg_31",203.165940564064,23.237633939275,30.0138250177778,226.403574503339,"25c","30c"
"23","gg_32",107.777563450777,18.7438937043226,31.00056947875,126.5214571551,"35c","30c"
"24","gg_33",129.8881688459,12.4365968543929,30.0076103588889,142.324765700293,"25c","30c"
"25","gg_34",40.056759566684,8.73856659510211,29.9956213355556,48.7953261617861,"35c","30c"
"26","gg_35",252.729642093275,19.7899972334843,30.0083070133333,272.519639326759,"25c","30c"
"27","gg_37",46.2218188364071,-6.94444130813057,29.9955017211111,39.2773775282765,"25c","30c"
"28","gg_40",43.367134568449,-1.49967787632273,29.9839952777778,41.8674566921263,"35c","30c"
