"","id","slope_24","intercept_24","vqmax_24","treatment","tleaf_fac"
"1","gg_2",86.6682412574481,13.3790973809167,100.047338638365,"35c","24c"
"2","gg_3",99.2584268747371,9.33700662164027,108.595433496377,"25c","24c"
"3","gg_4",103.232187938867,12.6304362440805,115.862624182948,"35c","24c"
"4","gg_5",68.4253555953094,2.22551620156536,70.6508717968747,"25c","24c"
"5","gg_6",32.0061561646113,2.32387366502432,34.3300298296356,"35c","24c"
"6","gg_7",92.1125729452479,9.01340145031562,101.125974395564,"25c","24c"
"7","gg_8",62.609613525481,11.4399925142042,74.0496060396852,"35c","24c"
"8","gg_9",86.2422167002712,-0.508835555560076,85.7333811447111,"25c","24c"
"9","gg_10",48.8774445378136,-3.86802325532778,45.0094212824859,"35c","24c"
"10","gg_11",69.0295410063239,2.76665099638026,71.7961920027041,"25c","24c"
"11","gg_12",36.985157824154,4.96166034066295,41.9468181648169,"35c","24c"
"12","gg_14",46.8851239692763,14.1345942975408,61.0197182668172,"35c","24c"
"13","gg_15",94.3304815284612,4.00686537266497,98.3373469011262,"25c","24c"
"14","gg_16",93.4586287608702,14.6264192318336,108.085047992704,"35c","24c"
"15","gg_18",75.8476154447359,-9.89982604173436,65.9477894030016,"35c","24c"
"16","gg_19",67.0078425234724,-7.1191476007691,59.8886949227033,"25c","24c"
"17","gg_21",111.341717477461,-9.33756493156675,102.004152545894,"25c","24c"
"18","gg_22",62.3627955390413,14.8334834943187,77.19627903336,"35c","24c"
"19","gg_23",84.2147446068588,16.1385857820697,100.353330388929,"25c","24c"
"20","gg_24",53.0287044986816,13.1040262156258,66.1327307143074,"35c","24c"
"21","gg_25",72.9042610924108,2.80299903624885,75.7072601286596,"25c","24c"
"22","gg_26",59.8562163364386,9.93233973569715,69.7885560721357,"35c","24c"
"23","gg_27",69.5194323624011,-11.755579689364,57.7638526730371,"25c","24c"
"24","gg_28",86.035513212382,14.5998119360334,100.635325148415,"35c","24c"
"25","gg_29",78.8622990968319,-11.3242600146991,67.5380390821328,"25c","24c"
"26","gg_30",74.3421148280389,3.34304835952597,77.6851631875649,"35c","24c"
"27","gg_31",43.5250402571535,-11.5230630374285,32.001977219725,"25c","24c"
"28","gg_32",63.9806713748796,2.19644114909714,66.1771125239768,"35c","24c"
"29","gg_33",99.5899514530682,8.14214703652376,107.732098489592,"25c","24c"
"30","gg_34",59.8748299473047,45.8391025303252,105.71393247763,"35c","24c"
"31","gg_35",147.91275531699,16.6330483209708,164.545803637961,"25c","24c"
"32","gg_36",80.5826889401448,-0.803862662011703,79.7788262781331,"35c","24c"
"33","gg_37",96.8848208023328,2.57609541686542,99.4609162191983,"25c","24c"
"34","gg_38",45.606881578365,9.24325157063387,54.8501331489989,"35c","24c"
"35","gg_39",62.5263800294285,-18.0986371344194,44.4277428950091,"25c","24c"
"36","gg_40",39.1751961168124,4.64563766608087,43.8208337828932,"35c","24c"
