"","id","slope_48","intercept_48","vqmax_48","treatment","tleaf_fac"
"1","gg_1",7.53150994764272,-2.16343801858708,5.36807192905565,"25c","48c"
"2","gg_2",95.5124755270342,-0.299933459834867,95.2125420671993,"35c","48c"
"3","gg_3",5.5530786191368,0.960644192952916,6.51372281208972,"25c","48c"
"4","gg_5",70.6556005841044,16.0612468201248,86.7168474042292,"25c","48c"
"5","gg_6",11.6956145479354,-1.43920033838524,10.2564142095502,"35c","48c"
"6","gg_7",26.9739344137304,0.443256335165207,27.4171907488956,"25c","48c"
"7","gg_9",13.901440732865,-0.526163054767773,13.3752776780972,"25c","48c"
"8","gg_10",28.0453601928509,2.80369745332437,30.8490576461753,"35c","48c"
"9","gg_12",16.8916482744518,15.6300468088097,32.5216950832615,"35c","48c"
"10","gg_14",36.1749348257168,3.1390024710535,39.3139372967703,"35c","48c"
"11","gg_15",14.1112019778585,-1.00606282128053,13.105139156578,"25c","48c"
"12","gg_16",83.0010730123826,12.8662839139597,95.8673569263423,"35c","48c"
"13","gg_18",57.0415841358586,3.94271076841835,60.984294904277,"35c","48c"
"14","gg_21",22.0422368657471,4.21567072347102,26.2579075892181,"25c","48c"
"15","gg_22",120.337645745187,6.96492936773354,127.302575112921,"35c","48c"
"16","gg_23",40.229026379381,-15.4247870106757,24.8042393687053,"25c","48c"
"17","gg_24",71.938756257144,10.514263167823,82.453019424967,"35c","48c"
"18","gg_26",89.1223930810143,32.025725985949,121.148119066963,"35c","48c"
"19","gg_28",88.7074526112232,27.1683875132911,115.875840124514,"35c","48c"
"20","gg_29",13.7675258580234,1.77908970962544,15.5466155676488,"25c","48c"
"21","gg_30",43.1850068261254,3.74470981887399,46.9297166449993,"35c","48c"
"22","gg_31",14.1445230046572,-2.1882478071097,11.9562751975475,"25c","48c"
"23","gg_32",24.4390143567483,-1.14882925525874,23.2901851014896,"35c","48c"
"24","gg_34",138.777544944965,13.7419789613652,152.51952390633,"35c","48c"
"25","gg_35",12.6964215261813,-0.0686898241348951,12.6277317020465,"25c","48c"
"26","gg_36",25.6348245296354,4.28780736665986,29.9226318962953,"35c","48c"
"27","gg_38",24.2368258737397,5.51727285468524,29.7540987284249,"35c","48c"
"28","gg_39",18.6507513324892,0.408466038400884,19.0592173708901,"25c","48c"
